state_code,dist_code,court_no,num_cases,A_count,B_count,C_count,D_count,E_count
13,58,2,22551,16206,4405,1379,561,0
13,58,3,28474,19799,4486,2731,1458,0
13,59,2,7908,5771,1744,337,56,0
13,59,3,17013,13971,2081,662,298,1
13,59,7,594,300,191,77,26,0
13,60,2,8236,6551,1152,293,240,0
13,60,3,27036,19327,5573,1680,456,0
13,60,7,932,337,452,124,19,0
13,61,2,16402,12901,2412,653,436,0
13,61,3,32571,23597,6267,1771,936,0
13,62,2,19685,16350,2677,568,88,2
13,62,3,45685,27497,11286,3768,3132,2
13,63,2,12955,10678,1787,356,134,0
13,63,3,17080,14145,2294,452,189,0
13,64,2,11866,9747,1612,347,160,0
13,64,3,11388,9634,1232,446,76,0
13,65,2,13331,9243,3225,643,220,0
13,65,3,20815,17237,2920,528,130,0
13,65,8,728,106,281,172,169,0
13,66,2,22788,14980,5224,1836,748,0
13,66,3,55460,44683,8100,1959,718,0
13,66,13,2634,2237,175,77,144,1
13,67,2,4302,3623,577,66,36,0
13,67,3,9120,7029,1776,277,38,0
13,68,2,11085,7688,2232,821,343,1
13,68,3,38255,28049,6554,2542,1110,0
13,69,2,10607,6713,2377,945,572,0
13,69,3,12832,9298,2007,944,583,0
13,69,7,294,94,107,41,52,0
13,70,2,12713,7483,4023,867,340,0
13,70,3,7226,5280,1346,394,206,0
13,71,2,7961,6298,1125,311,223,4
13,71,3,19361,13975,3385,1453,548,0
13,73,1,12861,10309,1753,570,229,0
13,73,4,19921,14469,2091,2800,561,0
13,74,1,1040,535,330,86,89,0
13,74,2,10658,4746,4132,1016,764,0
13,74,7,2212,1755,352,58,47,0
13,74,10,2646,2566,80,0,0,0
13,75,1,1415,462,468,229,256,0
13,75,2,911,163,407,225,115,1
13,76,1,608,375,148,44,41,0
13,76,2,1647,806,521,154,166,0
13,76,8,3054,800,1485,374,385,10
13,76,9,21972,7662,7781,3309,3219,1
14,1,1,36569,25751,8982,1790,46,0
14,2,1,31285,22946,6922,1380,37,0
14,3,1,34673,26190,7603,734,146,0
14,3,2,4855,3262,960,591,42,0
14,3,4,58349,44077,10671,2975,626,0
14,4,6,27418,16609,8155,2552,102,0
14,4,7,9423,6672,2060,671,20,0
14,4,8,4024,3060,792,170,2,0
14,4,9,2451,1474,867,108,2,0
14,4,12,5104,3135,1297,652,20,0
14,5,1,54387,36979,14928,2380,100,0
14,6,1,60707,45522,13315,1653,217,0
14,7,2,38218,25666,10502,1990,60,0
14,7,4,77822,62980,11220,3362,260,0
14,7,5,18947,15312,2372,1228,35,0
14,8,1,21558,14905,5527,1093,33,0
14,8,4,24389,17543,4988,1669,189,0
14,8,5,21591,14540,5854,873,324,0
14,9,1,18289,13425,4027,815,22,0
14,9,5,23964,17542,4990,1379,53,0
14,10,1,24467,18219,5313,915,20,0
14,11,1,22211,15914,5273,998,26,0
14,12,1,33062,25076,7279,677,30,0
14,12,5,3794,1951,1119,709,15,0
14,13,1,35137,24795,8605,1710,27,0
14,13,5,34331,21298,9897,2544,592,0
14,14,1,18664,15035,3152,406,71,0
14,15,1,20883,16057,3859,938,29,0
14,16,1,20233,15211,4733,288,1,0
14,16,4,28046,19359,7270,1401,16,0
14,17,1,28249,20778,6764,670,37,0
14,17,7,1578,804,439,301,34,0
14,18,1,22827,16622,5381,801,23,0
14,19,1,19424,15323,3924,174,3,0
14,19,6,8016,2913,3254,1714,135,0
14,20,1,25162,18415,5155,1547,45,0
14,23,1,22861,15503,6861,469,28,0
14,23,7,3229,1313,1436,460,20,0
15,1,1,5796,4362,1234,165,35,0
15,1,4,10465,8455,1865,133,12,0
15,1,7,2610,1044,1024,427,115,0
15,1,8,17726,10903,4885,1442,496,0
15,1,13,747,318,295,113,21,0
15,2,2,1844,1282,498,56,8,0
15,2,3,3624,2759,722,112,31,0
15,2,6,822,528,232,55,7,0
15,2,7,5336,3501,1503,287,45,0
15,3,2,1573,1396,165,12,0,0
15,3,3,4381,3649,624,106,2,0
15,4,3,10132,7581,1954,462,135,0
15,4,4,22111,12731,7670,1148,562,0
15,4,7,1756,585,749,291,131,0
15,4,8,17478,8324,6200,1972,982,0
15,4,11,1009,302,546,135,26,0
15,5,2,85378,35768,38304,8641,2663,2
15,5,3,1725,1116,502,82,25,0
15,5,8,18454,12746,3823,1302,583,0
15,5,11,15425,10960,2842,1246,377,0
15,5,12,1892,850,693,255,94,0
15,5,15,11610,6988,3168,1005,449,0
15,6,2,1327,824,401,95,7,0
15,6,3,4508,3761,666,72,9,0
15,7,2,1841,1551,266,22,2,0
15,7,3,5149,4590,515,36,8,0
15,8,2,1093,631,353,100,9,0
15,8,3,1888,1623,229,32,4,0
15,9,1,13332,9007,3708,584,33,0
15,9,3,18849,10896,6408,1504,41,0
15,9,6,6823,4045,2264,434,80,0
15,9,7,21858,14138,5031,2006,683,0
15,9,14,349,26,193,73,57,0
15,13,2,1355,1137,197,20,1,0
15,13,3,6625,6066,506,46,7,0
15,14,2,968,941,24,3,0,0
15,14,3,3396,3050,334,11,1,0
15,15,2,1232,859,296,72,5,0
15,15,3,6486,6099,380,3,4,0
15,16,2,124,48,50,17,9,0
15,16,5,112,28,26,56,2,0
16,1,2,21255,17925,3043,270,17,0
16,1,3,6705,4048,2088,385,184,0
16,2,3,24288,20528,2998,645,117,0
16,2,4,8850,5038,2726,704,382,0
16,2,7,9160,7468,1114,426,152,0
16,2,9,4328,1590,1798,667,273,0
16,2,10,8047,5829,1945,260,13,0
16,2,11,4510,2321,1592,464,131,2
16,2,14,2875,1623,1010,187,55,0
16,2,15,4116,1437,1599,616,463,1
16,3,6,4950,4267,557,68,58,0
16,4,2,19831,17122,2307,356,46,0
16,4,3,3830,1792,1040,537,461,0
16,4,6,408,183,138,69,18,0
16,4,8,3429,2419,853,151,6,0
16,4,9,6073,2743,1963,980,387,0
16,6,2,13706,12227,1145,263,71,0
16,6,3,3012,1627,1091,231,63,0
16,6,6,3428,3110,288,30,0,0
16,6,7,2150,653,822,437,238,0
16,6,10,535,384,133,16,2,0
16,6,11,795,133,375,193,94,0
16,6,13,321,203,95,20,3,0
16,6,14,595,151,245,111,87,1
16,6,17,128,86,25,17,0,0
16,6,18,318,76,143,56,43,0
16,7,2,34461,26893,5260,1524,784,0
16,7,3,11730,5809,3631,1367,920,3
16,7,6,517,304,122,61,30,0
16,7,7,391,214,119,40,18,0
16,7,10,1057,586,351,81,39,0
16,7,12,874,611,207,49,7,0
16,7,13,1808,927,468,205,208,0
16,7,19,1090,300,384,216,190,0
16,8,2,7714,5067,1951,486,210,0
16,8,3,4954,1776,2105,719,353,1
16,8,9,1932,1136,581,176,39,0
16,8,10,6443,1552,2588,1345,958,0
16,8,13,890,673,199,17,1,0
16,8,14,1048,425,355,151,117,0
16,9,2,18006,12861,3634,1087,424,0
16,9,3,8713,2564,3068,1736,1345,0
16,9,6,2699,1482,893,219,105,0
16,9,7,4653,2094,1377,651,531,0
16,9,10,2097,1575,468,43,11,0
16,9,12,3978,1283,1179,810,706,0
16,10,2,7590,5267,1604,564,155,0
16,10,5,4084,1742,1061,644,637,0
16,10,6,908,596,268,43,1,0
16,10,7,2960,1380,1009,383,188,0
16,11,2,22781,17677,3954,819,331,0
16,11,5,10953,4097,4381,1659,815,1
16,11,6,433,282,135,14,2,0
16,11,9,4450,3548,722,156,24,0
16,11,10,5259,1646,1725,930,957,1
16,12,2,37940,31880,4353,1289,417,1
16,12,5,13671,5339,5231,2331,770,0
16,12,6,4971,4018,815,134,4,0
16,12,7,8363,2340,3878,1272,873,0
16,12,8,1244,566,508,116,54,0
16,12,11,3730,2617,722,278,113,0
16,12,14,4933,2451,1705,573,204,0
16,12,15,4707,3670,793,177,67,0
16,12,18,8868,4678,3249,726,215,0
16,13,2,10870,9130,1500,221,19,0
16,13,3,10462,8057,1713,498,194,0
16,13,6,2218,1605,515,65,33,0
16,13,7,5305,3096,1096,586,527,0
16,14,3,24550,18200,5526,760,64,0
16,14,4,12536,7643,3673,1024,196,0
16,14,7,2553,1701,745,83,24,0
16,14,8,7112,3139,2972,638,363,0
16,14,11,6626,1641,2546,1347,1091,1
16,14,13,7621,4395,2431,546,249,0
16,14,14,9780,7729,1477,376,198,0
16,14,15,3656,1692,1189,453,322,0
16,17,2,4322,3684,568,61,9,0
16,17,3,3975,3139,651,160,25,0
16,17,6,2474,1302,800,248,124,0
16,17,8,2846,893,1107,481,364,1
16,17,18,326,264,54,8,0,0
16,17,19,667,449,188,19,11,0
16,18,2,15735,12254,2638,646,197,0
16,18,3,9169,6839,1459,545,320,6
16,18,10,2055,887,871,184,113,0
16,18,18,2596,1500,812,223,61,0
16,18,19,5674,3087,1560,638,389,0
16,19,1,7550,5005,2023,376,146,0
16,19,2,5389,1803,2269,957,360,0
16,19,5,511,193,227,63,28,0
16,19,6,2173,1363,506,228,76,0
16,19,9,836,442,318,64,12,0
16,19,10,2908,794,1371,470,273,0
16,20,1,60647,46983,9478,2282,1901,3
16,20,5,1061,521,386,112,42,0
16,20,6,13896,6524,4648,1451,1273,0
16,20,7,12599,9331,2710,486,72,0
16,20,8,6212,3352,2370,441,49,0
16,20,11,8554,6944,1374,195,41,0
16,20,12,5203,1258,2545,857,543,0
16,20,15,2718,1491,783,221,223,0
16,20,16,2831,1001,1203,394,233,0
16,20,19,1809,1246,418,92,53,0
16,20,20,3578,1242,1338,544,454,0
16,21,1,13455,11647,1538,251,19,0
16,21,4,5926,2062,2535,902,427,0
16,21,5,6068,4514,1201,274,79,0
16,22,1,1664,920,647,68,29,0
16,22,2,3927,1045,1646,548,687,1
16,22,5,15704,12636,2173,573,322,0
16,22,6,8364,2556,2806,1421,1578,3
16,22,9,1087,897,187,3,0,0
16,22,12,852,520,228,38,66,0
16,22,13,2568,803,813,400,552,0
16,22,16,1690,1199,379,81,31,0
16,22,18,3464,956,1456,607,445,0
16,23,4,524,416,97,11,0,0
16,24,1,4929,1313,1986,976,653,1
16,24,2,3231,1194,1277,510,250,0
16,24,3,22611,18618,2951,585,457,0
16,24,8,5093,2393,1917,529,254,0
16,25,1,1365,778,329,177,81,0
16,25,2,2383,829,936,325,293,0
17,11,1,22375,17348,3441,810,776,0
17,11,7,4295,3059,767,323,146,0
17,13,1,46761,34642,7332,2551,2230,6
17,13,18,2603,1940,427,143,93,0
17,14,1,53485,42087,7216,3022,1160,0
17,14,19,4882,4404,321,135,22,0
17,15,1,24483,18461,3557,1030,1435,0
17,15,15,9396,6140,1166,1477,613,0
17,16,1,34348,25702,5587,1251,1807,1
17,16,19,5471,4058,970,247,190,6
17,16,21,3058,2062,594,230,172,0
17,16,22,3986,3141,496,153,196,0
17,17,1,11574,8532,2255,437,350,0
17,17,16,295,294,1,0,0,0
17,18,1,30036,21351,5337,2003,1345,0
17,19,1,18556,14458,2400,1000,698,0
17,19,18,11105,8119,2040,691,255,0
17,19,19,5833,3395,1743,695,0,0
17,19,23,241,220,21,0,0,0
17,20,1,17025,12663,3115,817,430,0
17,20,11,7847,5636,1010,1082,119,0
17,21,1,34756,23702,7282,2560,1212,0
17,21,15,6785,3896,2479,409,1,0
17,22,1,16616,11614,2879,1028,1095,0
17,22,12,2857,2076,488,128,165,0
17,23,1,21001,14991,3322,1499,1189,0
17,24,1,21818,13707,4468,1851,1792,0
17,24,18,1862,1063,391,290,118,0
17,24,19,2038,878,732,157,271,0
17,24,20,111,58,30,6,17,0
17,25,1,38554,26977,6756,2914,1907,0
17,26,1,14713,10410,2412,1052,839,0
17,26,15,9451,5714,1924,1065,748,0
17,26,16,7717,3770,2027,1886,34,0
17,27,1,29448,18453,4797,2904,3294,0
17,27,17,3472,3173,109,31,159,0
17,28,1,20872,14936,3216,1324,1396,0
17,28,13,650,223,179,134,113,1
17,29,1,17370,12533,2961,1416,460,0
17,29,18,4192,3412,470,196,114,0
17,30,1,11591,8456,2047,661,427,0
17,30,15,7847,5525,1510,485,327,0
17,31,1,49548,35136,7521,3992,2899,0
17,31,20,4284,2213,1771,193,107,0
17,32,1,10637,8392,1293,556,396,0
17,32,9,430,319,87,24,0,0
17,33,1,6010,4272,1354,355,29,0
17,34,1,6531,5105,989,300,137,0
17,35,1,17689,14692,1858,684,455,0
17,36,1,10037,8416,1025,360,236,0
17,37,1,9973,7212,1963,576,222,0
17,37,3,11239,6311,3846,793,289,0
17,37,9,2933,2839,93,1,0,0
17,38,7,7658,5083,1168,1225,182,0
17,39,1,6102,5080,538,312,172,0
17,40,1,7146,4889,1365,474,418,0
17,41,1,5110,3687,640,306,477,0
17,42,3,5596,4480,776,129,211,0
17,43,1,2717,2632,70,15,0,0
18,1,1,4267,2667,1226,262,112,0
18,1,2,8907,3867,2940,1295,805,0
18,2,1,16661,10445,4957,979,280,0
18,2,2,19889,11032,5832,1948,1076,1
18,2,8,1773,945,525,222,81,0
18,3,1,31319,20587,7334,2507,891,0
18,3,2,48204,23813,12918,7122,4351,0
18,3,6,785,622,129,29,5,0
18,3,7,643,265,304,55,19,0
18,3,8,1309,692,431,152,34,0
18,4,1,10571,6465,3243,779,83,1
18,4,2,11754,4159,3208,2644,1743,0
18,5,1,5310,4159,932,167,52,0
18,5,2,5288,3842,1096,286,64,0
18,5,7,110,53,42,10,5,0
18,6,1,15525,8986,3573,1795,1171,0
18,6,2,11744,6405,2827,1342,1170,0
18,6,5,1117,769,266,53,29,0
18,6,10,209,191,5,5,8,0
18,7,1,19897,13367,4322,1603,605,0
18,9,1,6223,4631,1329,250,13,0
18,9,2,8355,3787,2786,1305,477,0
18,10,1,7781,5307,1765,543,166,0
18,10,2,13310,5857,4001,2321,1131,0
18,10,4,1386,796,369,152,69,0
18,10,6,2049,1093,562,277,117,0
18,11,1,2130,1241,725,133,31,0
18,11,2,2730,1210,1048,246,226,0
18,12,1,5755,3495,1902,286,72,0
18,12,2,6241,3569,2108,466,98,0
18,12,4,1276,867,356,34,19,0
18,13,1,3371,2341,873,136,21,0
18,13,2,5002,2146,2173,620,63,0
18,13,3,1053,882,160,10,1,0
18,15,1,4822,3591,1062,125,44,0
18,16,1,1873,1468,327,54,24,0
18,16,2,1372,948,317,75,32,0
18,16,3,1335,652,310,235,138,0
18,16,5,692,496,148,33,15,0
18,17,1,1884,964,601,199,120,0
18,17,2,981,760,167,40,14,0
18,18,1,4957,3735,1063,110,49,0
18,19,1,3062,2143,547,223,149,0
18,19,2,3012,2083,774,120,35,0
18,20,1,2559,1332,842,225,160,0
18,20,2,3971,1431,1293,765,482,0
18,21,3,2545,1342,699,210,294,0
18,21,4,5105,681,1254,968,2202,0
18,22,1,1636,756,620,168,91,1
18,22,2,1946,646,699,424,177,0
18,23,1,7100,5379,1298,343,80,0
18,23,2,4261,2475,1143,399,244,0
18,23,5,1537,937,365,158,77,0
18,23,6,2180,867,405,326,582,0
18,24,1,1936,826,831,181,98,0
18,24,2,4119,1360,1723,631,405,0
18,25,3,2261,939,867,293,162,0
19,1,1,269,197,52,15,5,0
19,1,3,1004,606,304,71,23,0
20,1,4,7704,4252,2489,839,124,0
20,1,8,9533,5289,3014,955,275,0
20,2,6,1889,1294,540,38,17,0
20,2,9,4008,1986,1538,384,100,0
20,3,8,4882,1408,1964,1302,208,0
20,3,9,2262,1151,835,256,20,0
20,5,2,1697,1199,403,76,19,0
20,5,5,5068,3384,1422,220,42,0
20,5,6,852,495,291,48,18,0
20,6,2,3707,1587,1788,317,15,0
20,6,3,7360,3666,2816,660,218,0
20,9,1,1314,887,318,101,8,0
20,9,2,2623,687,969,573,394,0
20,10,1,956,659,266,22,9,0
20,10,2,2613,1109,1131,249,124,0
20,11,5,964,535,339,62,28,0
21,1,2,1743,1486,188,56,13,0
21,1,4,3749,2817,709,173,50,0
21,2,1,143,80,34,15,14,0
21,2,3,2003,1800,92,66,45,0
21,4,3,280,117,99,50,14,0
21,5,1,162,19,57,34,52,0
21,5,2,148,41,27,39,41,0
22,1,1,105746,86377,17162,2099,108,0
22,2,1,78322,64417,13124,740,41,0
22,3,1,24415,19164,4764,465,22,0
22,3,9,8961,5271,2549,881,260,0
22,4,1,17118,13521,2737,849,11,0
22,5,1,58019,47205,10022,755,37,0
22,6,1,31870,26839,4830,190,11,0
22,8,1,71793,58076,12558,1077,82,0
22,9,1,19437,15593,3422,399,23,0
22,10,1,29769,21265,7198,1225,81,0
22,11,1,24504,19191,4842,461,10,0
22,12,1,29606,23139,5667,770,30,0
22,13,1,16433,13183,2450,745,55,0
22,14,1,18232,14483,3345,395,9,0
22,15,1,19561,16441,2905,179,36,0
22,15,4,7829,5256,1846,665,62,0
22,15,5,1676,1008,435,221,12,0
22,16,1,15441,12050,2881,457,53,0
22,17,1,37464,29578,6809,747,330,0
22,18,3,32895,25441,6342,1062,50,0
22,18,6,12758,5444,4080,2297,937,0
22,18,8,2115,1379,617,118,1,0
22,18,10,3261,1450,1263,466,82,0
22,19,1,41932,33613,7610,637,72,0
22,21,1,16537,11100,4542,875,20,0
22,23,1,23764,16366,5807,1476,115,0
22,24,1,38986,27356,10190,1387,53,0
22,26,1,23804,17939,5374,455,36,0
23,1,1,78762,45542,17917,8672,6631,0
23,2,1,20320,11692,6207,1825,596,0
23,3,1,11374,6865,3008,1014,487,0
23,4,1,12906,8399,3112,898,497,0
23,5,1,6821,3950,1713,694,464,0
23,6,1,10943,5673,3678,1142,450,0
23,7,1,11439,6601,3621,924,293,0
23,8,1,5423,3997,1064,182,180,0
23,9,1,8723,4815,2862,846,200,0
23,10,1,42790,27917,11564,2552,757,0
23,11,1,15856,9175,4691,1375,614,1
23,12,1,11408,4998,3642,1978,790,0
23,13,1,21848,14352,5050,1761,685,0
23,14,1,9822,4486,3291,1576,469,0
23,15,1,33041,18553,8961,3213,2314,0
23,16,1,10899,6378,2679,1032,810,0
23,17,1,12591,6295,3475,1385,1436,0
23,18,1,13608,8631,3485,987,505,0
23,19,1,13424,7352,2851,1775,1446,0
23,20,1,30372,19150,8210,2177,835,0
23,21,1,17752,6122,5858,3410,2362,0
23,22,1,10705,5298,3811,1157,437,2
23,23,1,23164,13700,6245,2192,1027,0
23,24,1,14135,7180,4216,2062,677,0
23,25,1,14541,8108,3867,1861,705,0
23,26,1,20947,10995,6763,2215,974,0
23,27,1,24675,12283,6589,3406,2397,0
23,28,1,15008,8859,3757,1749,643,0
23,29,1,18489,11929,4516,1301,743,0
23,30,1,16734,9250,5249,1530,705,0
23,31,1,11009,3604,2906,2712,1787,0
23,32,1,23377,10370,8069,2913,2025,0
23,33,1,13870,6561,3722,2202,1385,0
23,34,1,40046,23054,9921,4308,2763,0
23,35,1,23185,10286,7859,3303,1737,0
23,36,1,32032,18598,9731,2689,1014,0
23,37,1,19395,8978,6670,2555,1192,0
23,38,1,17719,8955,5894,2095,775,0
23,39,1,16306,8591,4922,1866,927,0
23,40,1,32796,17233,8245,5488,1830,0
23,41,1,17851,11422,5006,1064,359,0
23,42,1,21370,12232,5109,2342,1687,0
23,43,1,70570,45879,16613,5551,2526,1
23,44,1,72224,45883,15621,6186,4534,0
23,45,1,61118,30651,18728,7099,4639,1
23,46,1,33636,13366,9566,5336,5368,0
23,47,1,240275,136830,67253,23942,12250,0
23,48,1,8001,2479,2453,1787,1282,0
23,49,1,19447,10075,6887,1687,798,0
23,50,1,181244,105064,54167,15884,6129,0
24,1,2,2611,2271,321,19,0,0
24,2,3,371,307,52,12,0,0
24,2,4,255,239,16,0,0,0
24,3,4,1113,1060,52,1,0,0
24,4,2,5410,4916,466,26,2,0
24,4,5,4972,4150,757,63,2,0
25,1,1,2488,2232,191,59,6,0
25,1,6,4503,4074,366,56,7,0
25,2,1,2400,2185,189,26,0,0
25,2,5,4392,3962,386,42,2,0
25,3,1,1092,956,122,13,1,0
25,4,1,1897,1693,179,24,1,0
25,5,1,363,286,65,11,1,0
25,6,1,612,519,82,7,4,0
25,9,1,606,505,85,13,3,0
26,1,1,21910,17218,3891,632,169,0
26,1,2,16067,7385,6122,1753,807,0
26,2,1,19127,15992,2547,447,141,0
26,2,2,23331,9260,9577,2929,1565,0
26,3,1,22727,17274,4332,776,345,0
26,3,2,23003,10273,8215,2963,1552,0
26,4,1,31902,25353,4075,1397,1077,0
26,4,2,21631,11630,6305,2103,1592,1
26,5,1,30819,24565,4282,1236,736,0
26,5,2,24789,12634,8343,2309,1503,0
26,6,1,38953,33734,4190,727,302,0
26,6,2,107247,60377,41821,3953,1096,0
26,7,1,32164,29330,2161,414,259,0
26,7,2,34547,12205,15631,5017,1694,0
26,8,1,49670,35099,11623,2135,813,0
26,8,2,69901,39730,20832,6286,3051,2
26,9,1,27293,20126,5003,1492,672,0
26,9,2,38392,18151,13766,4282,2193,0
26,10,1,17209,11550,4536,787,336,0
26,10,2,46455,29231,14052,2066,1106,0
26,11,1,17198,13540,2858,562,238,0
26,11,2,63435,39290,16017,5820,2305,3
27,1,1,48191,37579,9360,1207,45,0
27,1,3,72625,37868,30772,3312,673,0
29,1,1,16092,11877,3046,948,221,0
29,1,10,2125,1319,553,182,71,0
29,1,20,113,61,50,0,2,0
29,1,25,147,5,69,48,25,0
29,2,3,102961,58982,31304,8213,4462,0
29,2,18,376,221,144,10,1,0
29,2,24,18612,8007,7157,2140,1308,0
29,2,25,1507,631,727,136,13,0
29,3,1,10565,3348,5109,1542,566,0
29,3,16,1083,423,507,122,31,0
29,4,1,16289,8653,6192,1050,394,0
29,5,1,11442,6972,3684,620,166,0
29,5,24,1253,497,672,72,12,0
29,6,1,6380,2483,3050,666,181,0
29,6,11,1702,541,752,304,105,0
29,7,1,8554,2774,4221,1060,499,0
29,7,4,1449,569,660,167,53,0
29,7,8,232,52,68,49,63,0
29,7,24,395,138,163,45,49,0
29,8,2,690,365,243,74,8,0
29,8,13,8899,4575,2795,1221,308,0
29,8,14,224,96,89,33,6,0
29,9,1,31157,17345,9627,2944,1241,0
29,9,26,870,626,194,30,20,0
29,9,27,1047,484,387,108,68,0
29,10,1,14281,7438,4980,1472,391,0
29,10,8,894,208,468,165,53,0
29,10,15,274,77,111,48,38,0
30,1,1,13962,9689,3541,645,87,0
30,2,1,10160,7090,2532,464,74,0
31,1,1,2210,1759,335,84,32,0
31,2,1,7461,5427,1348,454,231,1
32,1,1,7420,3894,2389,647,490,0
33,1,2,139,77,44,12,6,0
33,1,3,154,87,42,12,13,0
33,2,2,158,109,43,5,1,0
33,2,3,220,140,62,15,3,0