year,state_code,act_family,num_cases,median_decision_days,mean_decision_days,A_count,B_count,C_count,D_count,E_count
2014,1,IPC,156703,411.0,560.3540646956344,74796,49584,31164,1159,0
2014,2,IPC,57343,519.0,612.0713426224648,20647,26987,9584,125,0
2014,3,IPC,63989,166.0,386.45735985872574,41541,14974,7223,251,0
2014,4,IPC,145535,232.0,446.469412856014,87866,38850,17372,1447,0
2014,5,IPC,8219,345.0,515.2193697530113,4231,2614,1344,30,0
2014,6,IPC,43989,408.0,554.4951692468571,20709,15132,7953,195,0
2014,7,IPC,40882,245.0,508.37522626094614,23188,9166,8058,470,0
2014,8,IPC,124197,280.0,538.8311150832951,68179,29277,24568,2172,1
2014,9,IPC,45855,757.0,801.4983971213608,12459,19134,12960,1302,0
2014,10,IPC,44507,420.0,590.6059271575258,20911,13178,10192,226,0
2014,11,IPC,24983,705.0,687.8219589320738,8025,11503,5153,302,0
2014,12,IPC,1,1258.0,1258.0,0,0,1,0,0
2014,13,IPC,138541,514.0,607.7206819641839,55401,55956,25156,2022,6
2014,14,IPC,69145,282.0,472.6685515944754,37944,20154,10735,312,0
2014,15,IPC,8398,369.0,528.5360800190522,4177,2822,1329,70,0
2014,16,IPC,29635,653.0,749.0595916990045,11609,7599,8792,1635,0
2014,17,IPC,75384,426.0,555.134153135944,34225,28862,11743,554,0
2014,18,IPC,26054,514.0,633.3060950333922,10376,10168,5261,249,0
2014,19,IPC,157,214.0,410.70063694267515,100,35,21,1,0
2014,20,IPC,4794,469.5,590.0688360450563,1936,2064,769,25,0
2014,21,IPC,526,451.5,659.754752851711,227,159,117,23,0
2014,22,IPC,69934,72.0,321.15763434095004,48929,14143,6751,111,0
2014,23,IPC,111016,386.0,554.8319881818837,53558,35931,20932,595,0
2014,24,IPC,1141,68.0,217.6231375985977,913,193,35,0,0
2014,25,IPC,2077,21.0,119.14732787674531,1877,154,45,1,0
2014,26,IPC,11524,860.0,850.6859597362027,2210,5603,3639,71,1
2014,27,IPC,4777,237.0,359.4982206405694,3176,1250,346,5,0
2014,29,IPC,50171,543.0,646.7497159713779,19624,18817,11538,192,0
2014,30,IPC,1405,431.0,536.017793594306,636,567,201,1,0
2014,31,IPC,183,253.0,377.60109289617486,111,64,8,0,0
2014,32,IPC,341,367.0,605.1436950146627,169,87,74,11,0
2015,1,IPC,153104,255.0,425.2831082140245,85353,51355,16269,127,0
2015,2,IPC,57157,414.0,489.17434434977343,26362,25853,4917,24,1
2015,3,IPC,66723,280.0,416.63147640243994,37878,23062,5720,63,0
2015,4,IPC,205900,166.0,342.40565322972316,141140,50625,13950,185,0
2015,5,IPC,8954,155.0,362.0289256198347,5762,2435,751,6,0
2015,6,IPC,46454,376.0,474.9460111077625,22896,18823,4720,14,1
2015,7,IPC,65543,89.0,319.4545565506614,44802,15740,4950,51,0
2015,8,IPC,140141,101.0,368.4590162764644,90563,32602,16827,147,2
2015,9,IPC,98080,486.0,566.1649265905384,40208,41656,16051,165,0
2015,10,IPC,59149,239.0,409.72895568817734,33859,19242,5996,52,0
2015,11,IPC,26829,402.0,467.42357150844236,12660,11925,2219,25,0
2015,12,IPC,1,592.0,592.0,0,1,0,0,0
2015,13,IPC,358112,180.0,360.85434165847556,229313,97980,30524,279,16
2015,14,IPC,71924,149.0,353.4465686001891,46202,19574,6133,15,0
2015,15,IPC,8843,318.0,452.6366617663689,4809,3157,873,4,0
2015,16,IPC,58473,231.0,466.881654780839,32546,16221,9624,82,0
2015,17,IPC,67785,350.0,456.6949472597182,34821,27098,5832,34,0
2015,18,IPC,26868,412.0,510.45783087687954,12491,10991,3377,9,0
2015,19,IPC,206,208.5,426.54368932038835,120,72,14,0,0
2015,20,IPC,3674,377.0,495.5930865541644,1800,1437,437,0,0
2015,21,IPC,723,243.0,470.3333333333333,411,203,107,2,0
2015,22,IPC,71712,55.0,258.8497183177153,53328,14558,3816,10,0
2015,23,IPC,90195,404.0,511.21005598979986,42901,36667,10587,40,0
2015,24,IPC,912,111.0,268.5986842105263,643,265,4,0,0
2015,25,IPC,2496,26.0,152.73317307692307,2154,278,64,0,0
2015,26,IPC,17331,500.0,549.9363568172639,6289,9333,1706,3,0
2015,27,IPC,4554,144.0,283.67413263065436,3296,1110,148,0,0
2015,29,IPC,50328,475.0,529.4599427753934,21550,23226,5540,12,0
2015,30,IPC,1847,315.0,392.01786681104494,1112,611,124,0,0
2015,31,IPC,233,193.0,332.77682403433477,157,65,11,0,0
2015,32,IPC,343,175.0,432.82215743440236,212,72,57,2,0
2016,1,IPC,126721,150.0,287.6258394425549,82622,43238,861,0,0
2016,2,IPC,45774,295.0,355.99971599598024,26382,19279,113,0,0
2016,3,IPC,73612,202.0,290.9381622561539,49257,24045,310,0,0
2016,4,IPC,236937,140.0,244.06716131292285,181638,53628,1671,0,0
2016,5,IPC,5594,212.0,309.8151590990347,3599,1981,14,0,0
2016,6,IPC,36818,275.0,342.1354228909772,21204,15380,234,0,0
2016,7,IPC,54479,85.0,230.247049321757,40412,13633,434,0,0
2016,8,IPC,123476,66.0,258.21589620655027,87382,33987,2107,0,0
2016,9,IPC,77831,352.0,419.20001027868074,39829,35428,2574,0,0
2016,10,IPC,53220,156.0,275.57121382938743,36024,16953,243,0,0
2016,11,IPC,29928,182.0,284.1157110398289,20234,9347,341,6,0
2016,12,IPC,1,464.0,464.0,0,1,0,0,0
2016,13,IPC,406663,74.0,234.81935656796907,301215,99897,5549,1,1
2016,14,IPC,63262,68.0,219.1679207106952,47056,16035,171,0,0
2016,15,IPC,6439,261.0,345.76269607081844,3796,2570,73,0,0
2016,16,IPC,44396,256.0,376.4001036129381,25084,16806,2506,0,0
2016,17,IPC,75663,209.0,291.39645533484,50937,24294,432,0,0
2016,18,IPC,25746,282.0,351.1068515497553,15159,10180,407,0,0
2016,19,IPC,133,433.0,468.8496240601504,48,84,1,0,0
2016,20,IPC,3813,297.0,365.2599003409389,2253,1540,20,0,0
2016,21,IPC,448,256.0,344.2388392857143,287,146,15,0,0
2016,22,IPC,66106,38.0,170.43587571476115,54246,11558,302,0,0
2016,23,IPC,105789,276.0,335.9953019690138,62632,42853,303,0,1
2016,24,IPC,837,100.0,232.4994026284349,603,234,0,0,0
2016,25,IPC,2181,31.0,124.4612563044475,1950,230,1,0,0
2016,26,IPC,58518,76.0,187.8863768413138,47295,11090,133,0,0
2016,27,IPC,3162,186.0,256.8225806451613,2262,898,2,0,0
2016,29,IPC,42908,302.0,359.8970821292067,24348,18393,167,0,0
2016,30,IPC,1331,211.0,310.7625845229151,867,464,0,0,0
2016,31,IPC,270,254.5,339.1,165,99,6,0,0
2016,32,IPC,261,379.0,474.62452107279694,128,110,23,0,0
2017,1,IPC,105223,51.0,163.18760156999895,86551,18580,92,0,0
2017,2,IPC,43757,154.0,210.61756976026692,34013,9722,22,0,0
2017,3,IPC,82869,107.0,182.428218030868,68344,14461,64,0,0
2017,4,IPC,213617,119.0,191.81936830870202,178603,34772,242,0,0
2017,5,IPC,4304,136.0,201.15450743494424,3421,881,2,0,0
2017,6,IPC,34877,181.0,223.3941852796972,26326,8536,15,0,0
2017,7,IPC,56706,57.0,148.1632102423024,48913,7749,44,0,0
2017,8,IPC,128065,51.0,186.24156483035958,100181,27752,132,0,0
2017,9,IPC,70011,209.0,273.38496807644515,46817,22939,254,0,1
2017,10,IPC,56425,63.0,163.43214887018166,46596,9783,46,0,0
2017,11,IPC,31967,141.0,263.8869146307129,22485,9327,155,0,0
2017,12,IPC,3,406.0,368.6666666666667,1,2,0,0,0
2017,13,IPC,375504,29.0,129.97841301291064,324977,50250,277,0,0
2017,14,IPC,66092,35.0,136.39845972281063,56797,9271,24,0,0
2017,15,IPC,5302,167.0,227.81554130516787,4023,1267,12,0,0
2017,16,IPC,54017,140.0,252.87422478108743,37707,16205,105,0,0
2017,17,IPC,66899,141.0,201.79168597437928,53574,13271,54,0,0
2017,18,IPC,22430,146.0,202.77231386535888,17821,4600,9,0,0
2017,19,IPC,335,102.0,133.81492537313432,321,14,0,0,0
2017,20,IPC,3018,207.0,249.8035122597747,2276,736,6,0,0
2017,21,IPC,566,143.0,232.9452296819788,414,151,1,0,0
2017,22,IPC,68397,26.0,100.88145678904046,62229,6152,16,0,0
2017,23,IPC,99126,146.0,206.64681314690395,77202,21857,67,0,0
2017,24,IPC,740,65.0,148.0243243243243,633,107,0,0,0
2017,25,IPC,1715,24.0,80.84839650145773,1619,93,3,0,0
2017,26,IPC,74671,31.0,107.09438737930388,68137,6514,19,1,0
2017,27,IPC,1709,172.0,217.3247513165594,1351,357,1,0,0
2017,29,IPC,39176,168.0,220.82999795793341,30118,9038,20,0,0
2017,30,IPC,1532,180.0,235.26892950391644,1175,357,0,0,0
2017,31,IPC,190,201.0,272.38947368421054,134,56,0,0,0
2017,32,IPC,276,118.5,312.55797101449275,168,108,0,0,0
2018,1,IPC,91745,21.0,69.79187966646684,88166,3579,0,0,0
2018,2,IPC,28721,65.0,110.10748233000244,27289,1432,0,0,0
2018,3,IPC,58062,64.0,114.85041851813578,54210,3852,0,0,0
2018,4,IPC,159886,94.0,146.4009606844877,144054,15831,0,0,1
2018,5,IPC,3326,67.0,105.63529765484066,3188,138,0,0,0
2018,6,IPC,23396,66.0,111.23123610873654,22279,1117,0,0,0
2018,7,IPC,49653,25.0,67.08374116367591,48168,1485,0,0,0
2018,8,IPC,126073,28.0,76.3913922885947,120493,5580,0,0,0
2018,9,IPC,43194,57.0,119.84958559059129,39273,3921,0,0,0
2018,10,IPC,47735,18.0,68.31922069760134,46043,1692,0,0,0
2018,11,IPC,13741,57.0,125.09249690706645,12569,1172,0,0,0
2018,12,IPC,11,57.0,80.63636363636364,11,0,0,0,0
2018,13,IPC,360979,17.0,65.60383290994767,349977,11002,0,0,0
2018,14,IPC,58144,13.0,57.61794854155201,56474,1670,0,0,0
2018,15,IPC,3656,71.0,132.8758205689278,3298,358,0,0,0
2018,16,IPC,62208,21.0,97.98247813786008,56620,5588,0,0,0
2018,17,IPC,52764,73.0,134.33331438101737,47389,5375,0,0,0
2018,18,IPC,14218,46.0,99.69018146012097,13493,725,0,0,0
2018,19,IPC,138,67.5,98.8768115942029,132,6,0,0,0
2018,20,IPC,1876,119.0,152.6625799573561,1759,117,0,0,0
2018,21,IPC,358,13.0,95.75977653631286,333,25,0,0,0
2018,22,IPC,65326,17.0,50.23826654012185,64119,1207,0,0,0
2018,23,IPC,54285,33.0,96.281090540665,51258,3027,0,0,0
2018,24,IPC,530,35.0,79.21509433962264,506,24,0,0,0
2018,25,IPC,1526,21.0,48.82372214941022,1513,13,0,0,0
2018,26,IPC,68019,14.0,56.40770961054999,67017,1002,0,0,0
2018,27,IPC,3332,149.5,179.4918967587035,2991,341,0,0,0
2018,29,IPC,25858,69.0,107.22758914069146,24915,943,0,0,0
2018,30,IPC,737,125.0,152.1763907734057,697,40,0,0,0
2018,31,IPC,148,197.5,205.3108108108108,120,28,0,0,0
2018,32,IPC,290,164.0,221.6,209,81,0,0,0
